node_id,out_degree,in_degree,total_out,total_in,mean_amount,std_amount,account_age_days,n_counterparties,device,label,ring_type
609,2,4,1447.0,6152.619999999999,1266.6033333333332,1346.7230392532665,676,6,566,0,none
610,2,2,3149.5,3494.67,1661.0425,878.9423585302679,843,4,454,0,none
611,3,1,2000.2600000000002,1064.98,766.3100000000001,279.0601492510172,991,4,673,0,none
612,4,7,6109.59,8984.68,1372.2063636363637,1066.533070801862,1455,11,291,0,none
613,2,5,2739.3700000000003,5452.389999999999,1170.2514285714285,869.0262345280257,1477,7,75,0,none
614,4,2,2523.8999999999996,1717.94,706.9733333333332,285.93689756463556,453,6,107,0,none
615,4,4,1492.63,4482.96,746.94875,645.929592456436,1108,8,575,0,none
616,5,2,9559.15,1142.25,1528.7714285714285,928.2114423438009,1132,7,679,0,none
617,2,5,1914.2199999999998,9731.24,1663.6371428571426,976.3881946485116,539,7,445,0,none
618,4,1,6032.67,2478.02,1702.1380000000001,837.2283979512401,212,5,3,0,none
619,3,4,3564.26,12100.4,2237.808571428571,1902.7820590044955,90,7,208,0,none
620,5,2,5812.139999999999,2342.8,1164.9914285714285,812.4554838517715,1172,7,355,0,none
621,1,3,595.92,8062.13,2164.5125,1259.1256888685696,749,4,674,0,none
622,3,4,1350.6899999999998,6057.8,1058.3557142857142,792.3942110889926,1478,7,612,0,none
623,5,1,4697.59,396.1,848.9483333333334,672.2917807375175,713,6,601,0,none
624,3,3,8674.65,2688.38,1893.8383333333331,1959.4170217305002,1467,6,227,0,none
625,3,4,3541.15,8846.41,1769.6514285714288,1408.022404432427,635,7,169,0,none
626,2,2,1342.9,646.8299999999999,497.4325,210.5327649529878,1196,4,51,0,none
627,2,5,3214.64,5769.24,1283.4114285714284,693.7108859589556,154,7,454,0,none
628,3,3,5352.09,1818.58,1195.1116666666667,782.1176256680037,846,6,155,0,none
629,4,3,2607.91,3691.0200000000004,899.8471428571429,493.5199698872894,1209,7,378,0,none
630,1,2,3889.14,2923.6899999999996,2270.943333333333,1416.9463994175017,1389,3,186,0,none
631,1,5,2082.46,20502.64,3764.183333333333,1918.8399413245031,1239,6,311,0,none
632,5,6,7715.2300000000005,4729.73,1131.3600000000001,831.4628492438657,84,11,166,0,none
633,1,3,2243.35,11075.28,3329.6575000000003,2966.4478240091717,577,4,38,0,none
634,5,5,3691.4399999999996,7912.620000000001,1160.406,797.6349957743829,101,10,667,0,none
635,5,3,12009.97,2539.34,1818.66375,2017.2671937421771,190,8,258,0,none
636,5,2,11620.130000000001,5877.32,2499.635714285715,1501.4951820754932,1022,7,652,0,none
637,4,3,5301.95,1103.14,915.012857142857,922.6092738797824,1078,7,533,0,none
638,2,3,2854.08,3024.58,1175.732,659.9365745706174,1167,5,459,0,none
639,1,5,2589.96,4704.08,1215.6733333333334,1024.11514221899,1302,6,5,0,none
640,1,0,481.21,0.0,240.605,240.605,1116,1,517,0,none
641,1,2,121.27,2647.42,922.8966666666666,724.2677651409197,1207,3,275,0,none
642,3,3,2156.44,7502.339999999999,1609.7966666666664,996.9625137497509,101,6,267,0,none
643,1,6,362.11,10253.849999999999,1516.5657142857142,1304.4423929552336,374,7,635,0,none
644,1,4,1134.12,3983.06,1023.436,392.2566694703864,944,5,71,0,none
645,2,4,1048.67,3699.66,791.3883333333333,813.0509035400073,1291,6,163,0,none
646,3,5,15881.33,3021.81,2362.8925,2892.387319450621,36,8,310,0,none
647,4,1,29526.89,2516.5,6408.678,10585.265541204717,786,5,666,0,none
648,5,4,5560.4,7884.16,1493.8400000000001,1945.1312388513934,1025,9,184,0,none
649,2,3,3429.28,6232.12,1932.28,1204.4547502666924,73,5,371,0,none
650,2,0,1534.49,0.0,511.49666666666667,372.5350861626623,619,2,531,0,none
651,1,3,1201.22,2427.7500000000005,907.2425,461.3351206213874,1346,4,489,0,none
652,4,3,8859.95,2669.9100000000003,1647.1228571428571,1576.69706217699,1017,7,427,0,none
653,2,2,3635.88,2525.37,1540.3125,1136.2537007062947,379,4,178,0,none
654,5,4,14277.289999999997,4056.85,2037.1266666666666,1774.2179512863313,1283,9,290,0,none
655,5,2,5161.92,3515.3199999999997,1239.6057142857142,760.8748043977714,541,7,366,0,none
656,1,3,2576.64,7608.24,2546.22,852.3888349515142,1284,4,545,0,none
657,2,4,1871.87,7403.450000000001,1545.8866666666665,1379.0551291574807,469,6,631,0,none
658,3,3,3384.19,1624.12,834.7183333333334,656.2723629819321,897,6,496,0,none
659,2,4,5139.84,3120.3900000000003,1376.705,1474.5051133035563,613,6,314,0,none
660,3,3,5789.530000000001,2403.4300000000003,1365.4933333333336,1093.763435691446,433,6,80,0,none
661,1,0,1000.21,0.0,500.105,500.105,1333,1,384,0,none
662,3,2,3368.1600000000003,5488.01,1771.234,1140.6020061809465,305,5,606,0,none
663,4,2,3705.05,1820.27,920.8866666666668,570.042740873193,154,6,475,0,none
664,4,4,9904.42,6824.96,2091.1725,1371.0789041458372,532,8,472,0,none
665,1,0,280.3,0.0,140.15,140.15,1084,1,314,0,none
666,4,4,3027.96,5540.87,1071.10375,962.2880590023123,1216,8,297,0,none
667,1,3,2098.03,3934.79,1508.2050000000002,1207.459779630361,1498,4,373,0,none
668,4,7,9880.29,14750.96,2239.2045454545455,1507.8743048613692,465,11,446,0,none
669,2,3,17841.46,2913.24,4150.94,3910.685712992032,629,5,542,0,none
670,2,2,629.86,3784.42,1103.57,862.3660174774977,231,4,373,0,none
671,2,2,1209.7800000000002,12846.56,3514.085,3627.991658827925,875,4,83,0,none
672,3,4,5560.3,6880.73,1777.2900000000002,943.0648390676615,1496,7,130,0,none
673,3,3,2026.9699999999998,2487.74,752.4516666666667,536.1891968144785,1060,6,598,0,none
674,4,2,3132.62,694.5899999999999,637.8683333333332,303.7926544765177,904,6,514,0,none
675,2,4,4075.9799999999996,2727.8999999999996,1133.9799999999998,1049.0584060162396,606,6,42,0,none
676,1,5,1088.93,10749.39,1973.0533333333333,2318.0551411378365,1375,6,347,0,none
677,2,1,4184.32,934.3,1706.2066666666667,582.8894674712255,760,3,153,0,none
678,4,7,3254.33,10436.3,1244.6027272727272,1295.3691573874778,227,11,240,0,none
679,4,3,16859.0,3546.89,2915.1271428571426,2821.3804782548473,567,7,72,0,none
680,3,2,4901.37,3051.5099999999998,1590.5759999999998,836.3366064115571,128,5,57,0,none
681,1,2,86.8,1327.31,471.36999999999995,290.6743870152075,326,3,245,0,none
682,2,2,1298.21,704.9,500.77750000000003,266.7594216119648,55,4,388,0,none
683,2,2,11844.42,1268.19,3278.1525,4241.165038744513,696,4,211,0,none
684,5,4,1733.5900000000001,9792.99,1280.7311111111112,2242.194277916387,962,9,674,0,none
685,3,2,4551.54,2246.46,1359.6,583.3675871009634,534,5,616,0,none
686,5,2,8066.66,2932.99,1571.3785714285714,1798.41343117783,647,7,314,0,none
687,2,6,1160.78,8016.6,1147.1725000000001,650.9856551366935,1440,8,621,0,none
688,3,0,13339.47,0.0,3334.8675,3510.8646937569024,1135,3,673,0,none
689,2,1,7438.75,1175.93,2871.56,1815.8234036564972,825,3,352,0,none
690,5,3,5645.9,6311.18,1494.6350000000002,1341.7483670755855,448,8,686,0,none
691,4,2,3863.3999999999996,2254.99,1019.7316666666666,440.4708877786993,1348,6,242,0,none
692,2,6,1272.43,11250.79,1565.4025,1814.7262483412612,375,8,270,0,none
693,5,4,6562.440000000001,1653.47,912.8788888888889,1063.5158670126432,508,9,392,0,none
694,5,2,11499.25,504.88,1714.8757142857144,1817.804064004205,1366,7,623,0,none
695,5,1,10553.060000000001,862.37,1902.571666666667,713.1896241163512,808,6,214,0,none
696,3,3,8072.18,6755.18,2471.226666666667,1993.206224659712,1121,6,688,0,none
697,5,2,6417.639999999999,2936.26,1336.2714285714285,947.597946078528,898,7,150,0,none
698,1,2,799.79,2157.5699999999997,985.7866666666665,408.58968516376206,990,3,433,0,none
699,1,4,3879.58,20157.32,4807.38,4024.783858534518,470,5,17,0,none
700,1,3,4358.63,12052.74,4102.842500000001,3294.7393135373777,384,4,598,0,none
701,4,3,5461.38,7614.25,1867.947142857143,1276.9382331489455,504,7,209,0,none
702,5,2,16845.179999999997,3912.88,2965.437142857142,3015.0780927660144,258,7,124,0,none
703,4,1,8481.92,347.7,1765.9240000000002,1127.106235855343,1315,5,242,0,none
704,4,3,3756.0299999999997,1831.6399999999999,798.2385714285714,309.77748541394635,446,7,1,0,none
705,1,2,3816.8,6620.83,3479.2099999999996,2510.519696570148,855,3,42,0,none
706,2,4,1239.24,2908.9999999999995,691.3733333333334,309.96063888106113,1194,6,175,0,none
707,4,5,5896.36,20548.579999999998,2938.3266666666664,2562.692390609706,1182,9,409,0,none
708,5,5,7803.09,5932.59,1373.568,1165.44926509737,674,10,444,0,none
709,4,4,4629.66,7164.860000000001,1474.315,1372.0192027992903,730,8,602,0,none
710,3,2,3040.74,2240.3,1056.208,481.4771284453707,1492,5,664,0,none
711,4,4,3396.0199999999995,6732.02,1266.005,797.6097564128714,1021,8,412,0,none
712,4,2,17955.02,1244.6699999999998,3199.9483333333337,3398.2888027575323,1227,6,178,0,none
713,1,6,352.81,6968.21,1045.8600000000001,896.055173046201,1356,7,470,0,none
714,2,2,1343.01,4687.87,1507.7199999999998,1109.9530621832619,1187,4,186,0,none
715,2,5,1252.85,5389.69,948.9342857142857,492.1375094961379,302,7,329,0,none
716,2,4,3049.33,11530.33,2429.943333333333,3424.55958547308,856,6,119,0,none
717,3,2,9824.62,2320.98,2429.12,2006.0451453743508,179,5,223,0,none
718,3,2,4198.63,5975.37,2034.8,1949.5405080069509,989,5,299,0,none
719,5,4,5950.57,3947.3100000000004,1099.7644444444443,1116.2994916549662,1434,9,223,0,none
720,3,4,2316.8599999999997,28439.129999999997,4393.712857142857,4914.042715898749,783,7,545,0,none
721,1,1,1853.93,386.66,1120.295,733.635,666,2,654,0,none
722,5,9,6580.620000000001,9730.300000000001,1165.0657142857142,684.443659663132,82,14,97,0,none
723,5,3,8449.77,2391.55,1355.165,1360.4090939952584,1440,8,656,0,none
724,3,4,4973.32,43729.020000000004,6957.477142857142,9211.538817259447,181,7,517,0,none
725,3,1,3365.0400000000004,762.44,1031.8700000000001,544.6460154081732,90,4,205,0,none
726,4,3,6899.36,3683.1,1511.78,1227.8755197261883,391,7,35,0,none
727,5,4,8881.75,12872.669999999998,2417.157777777778,1523.8116519787386,126,9,400,0,none
728,2,2,3458.17,1178.67,1159.21,813.6075407406203,699,4,689,0,none
729,1,2,2350.4,5390.7,2580.366666666667,1690.0852055904031,788,3,184,0,none
730,5,3,7299.35,4878.19,1522.1925,1377.5501980032343,489,8,553,0,none
731,3,0,2593.16,0.0,648.29,819.6267283953104,104,3,33,0,none
732,3,2,4988.12,1146.76,1226.976,900.7528590595758,194,5,596,0,none
733,1,6,96.14,10582.2,1525.4771428571428,2570.3947809721717,595,7,444,0,none
734,2,4,1121.51,12771.92,2315.5716666666667,1927.8153936638284,118,6,544,0,none
735,5,5,27673.04,6725.26,3439.8300000000004,3646.417551496263,1056,10,628,0,none
736,1,2,3521.16,2012.2,1844.4533333333336,1197.9264752433216,334,3,314,0,none
737,1,3,4930.53,5926.65,2714.295,2087.067942467374,474,4,683,0,none
738,5,2,6931.4800000000005,4384.37,1616.55,881.2043452003627,609,7,343,0,none
739,4,2,8430.02,1547.7,1662.9533333333336,2242.3743243986323,642,6,161,0,none
740,5,3,8901.88,4752.66,1706.8174999999999,1170.2712254617516,32,8,106,0,none
741,1,3,2751.23,5337.7,2022.2324999999998,1244.8882470803353,194,4,202,0,none
742,2,2,7659.5199999999995,943.29,2150.7025,3096.720914954841,1298,4,290,0,none
743,1,1,500.19,2227.85,1364.02,863.8299999999999,31,2,113,0,none
744,5,0,8059.21,0.0,1343.2016666666666,1357.0317762849998,777,5,77,0,none
745,1,4,349.42,2973.37,664.558,623.321189833941,749,5,192,0,none
746,3,5,4360.24,6344.3099999999995,1338.06875,877.010384779415,519,8,20,0,none
747,4,1,5614.68,1057.62,1334.46,688.3703160654155,664,5,287,0,none
748,1,3,3051.56,3249.52,1575.27,929.7303639496776,1177,4,385,0,none
749,5,2,8264.1,3292.1,1650.8857142857144,844.7644660386898,1266,7,327,0,none
750,2,3,4061.59,1971.29,1206.576,774.3767548319099,412,5,370,0,none
751,1,4,2913.13,5216.17,1625.8600000000001,776.5796104457031,504,5,160,0,none
752,5,2,20293.56,2565.8900000000003,3265.6357142857146,2271.554110898258,386,7,418,0,none
753,3,0,4190.89,0.0,1047.7225,919.7826470524163,735,3,639,0,none
754,3,4,4537.91,12237.250000000002,2396.4514285714286,2057.6692047309157,1034,7,604,0,none
755,5,1,8264.01,1951.74,1702.625,1571.0691545329887,365,6,233,0,none
756,4,4,8898.750000000002,11342.679999999998,2530.17875,2501.248344824228,516,8,520,0,none
757,3,3,3318.58,2273.1000000000004,931.9466666666667,409.02060529459334,1397,6,172,0,none
758,2,3,3589.31,4197.77,1557.416,987.3321976842444,101,5,337,0,none
759,1,4,257.71,10296.150000000001,2110.772,1638.1454099975374,707,5,346,0,none
760,4,5,2745.1099999999997,9399.330000000002,1349.382222222222,1152.0394029505314,1075,9,604,0,none
761,3,3,3382.8500000000004,4074.1,1242.825,838.8424419947208,251,6,133,0,none
762,2,3,5965.25,3086.85,1810.42,1790.8238967246332,99,5,422,0,none
763,2,2,4005.39,4523.64,2132.2574999999997,1333.3930930407396,233,4,223,0,none
764,2,3,1828.84,5613.2699999999995,1488.422,909.8802676704225,1380,5,14,0,none
765,1,2,3680.05,2428.36,2036.136666666667,1175.2661015087415,43,3,62,0,none
766,4,3,5220.39,10330.630000000001,2221.574285714286,1925.0550282291165,306,7,653,0,none
767,5,3,11451.46,9912.9,2670.545,2198.6673808980295,75,8,571,0,none
768,5,1,4054.04,638.77,782.1349999999999,496.9979277203611,192,6,107,0,none
769,2,2,5831.42,3979.25,2452.6675,2240.272998937574,941,4,494,0,none
770,1,1,180.2,1080.9,630.5500000000001,450.3500000000001,385,2,332,0,none
771,4,4,3166.7,6485.99,1206.5862499999998,1183.1304710379313,866,8,62,0,none
772,4,2,5467.629999999999,2654.04,1353.6116666666665,580.8570247033449,897,6,161,0,none
773,4,2,17155.29,3227.13,3397.07,3665.396387454796,1278,6,481,0,none
774,4,5,5206.85,9275.95,1609.2,1635.4430390366192,36,9,345,0,none
775,5,2,10585.11,2889.07,1924.8828571428571,1593.692790809305,1284,7,196,0,none
776,1,3,1373.79,8814.86,2547.1625000000004,1360.1496020911634,940,4,373,0,none
777,1,3,1409.15,18706.38,5028.882500000001,6822.443908371015,269,4,320,0,none
778,1,7,2644.68,20031.68,2834.545,2033.8327051407155,1166,8,627,0,none
779,3,2,2444.15,6827.5199999999995,1854.334,2290.29058572575,1287,5,696,0,none
780,4,1,4004.11,839.13,968.6479999999999,650.4780550149252,403,5,203,0,none
781,3,4,3412.2999999999997,4173.320000000001,1083.66,671.6360878588089,1380,7,173,0,none
782,4,3,8016.540000000001,2535.6000000000004,1507.4485714285715,1462.8541323671593,698,7,389,0,none
783,3,3,7078.219999999999,4284.19,1893.7349999999997,1544.9340469067495,917,6,677,0,none
784,4,3,3966.44,2451.2799999999997,916.8171428571429,676.9810371624534,1477,7,636,0,none
785,1,1,2468.62,221.93,1345.2749999999999,1123.3449999999998,561,2,55,0,none
786,5,6,4658.57,6808.07,1042.421818181818,900.8676893954485,1225,11,513,0,none
787,5,5,11209.74,7236.85,1844.659,1953.5829956541393,498,10,103,0,none
788,2,1,3646.23,1376.09,1674.1066666666666,866.9000570743756,1204,3,383,0,none
789,5,4,8702.1,5112.450000000001,1534.95,1274.3716831965994,913,9,79,0,none
790,2,2,1927.76,2420.1400000000003,1086.975,604.2124208628949,348,4,207,0,none
791,1,3,502.21,4401.3,1225.8775,1033.6417321145418,638,4,360,0,none
792,2,4,1186.96,6255.360000000001,1240.3866666666668,1324.9123880678133,496,6,444,0,none
793,2,4,3146.69,6516.08,1610.4616666666668,662.0606631675748,144,6,576,0,none
794,1,3,3694.81,10613.81,3577.1549999999997,3028.880305801964,73,4,603,0,none
795,4,5,10435.15,17859.3,3143.827777777778,1833.4216533621732,539,9,515,0,none
796,4,4,1641.38,3744.8,673.2725,369.6364093859667,57,8,268,0,none
797,1,4,1257.11,8526.68,1956.7580000000003,471.86226246225715,273,5,491,0,none
798,5,1,15598.670000000002,4454.61,3342.2133333333336,2222.576995866635,1096,6,461,0,none
799,3,5,6187.1900000000005,3834.46,1252.70625,1028.2589595152758,1070,8,591,0,none
800,3,4,10040.099999999999,6908.67,2421.2528571428566,1781.884206336606,1115,7,211,0,none
801,4,1,9052.58,2943.18,2399.152,2182.046078811353,496,5,578,0,none
802,5,4,5048.92,11759.51,1867.6033333333335,2225.04772571037,1338,9,86,0,none
803,1,1,342.62,1034.8,688.71,346.09,902,2,103,0,none
804,4,1,3347.05,241.96,717.802,608.8320634592103,215,5,165,0,none
805,3,3,7334.139999999999,2578.37,1652.0849999999998,1566.6645810526898,241,6,543,0,none
806,5,3,9301.67,7679.07,2122.5925,1764.858295938728,1048,8,469,0,none
807,1,1,8496.47,164.18,4330.325,4166.1449999999995,284,2,42,0,none
808,1,2,2680.16,1648.19,1442.7833333333335,939.5718048250608,775,3,556,0,none
809,4,1,1813.92,770.89,516.962,304.3236639106463,1487,5,84,0,none
810,1,6,493.5,4818.52,758.8599999999999,537.4717447457122,35,7,185,0,none
811,4,2,15391.7,4853.76,3374.2433333333333,2587.548382521357,54,6,646,0,none
812,2,4,2551.5,9195.810000000001,1957.885,1375.260718006468,1489,6,387,0,none
813,4,4,11701.05,13266.62,3120.95875,4481.124096500334,889,8,404,0,none
814,5,1,9570.779999999999,869.34,1740.0199999999998,961.8686555346318,216,6,271,0,none
815,2,0,2391.52,0.0,797.1733333333333,880.7157244473888,1349,2,400,0,none
816,1,2,1498.27,1840.35,1112.8733333333334,275.59090288969185,1324,3,63,0,none
817,4,2,4412.6900000000005,1979.31,1065.3333333333335,807.4394783855664,818,6,290,0,none
818,4,3,9180.689999999999,5722.44,2129.0185714285712,1743.4389730105968,944,7,115,0,none
819,5,1,11426.2,383.3,1968.25,1369.1516139566136,431,6,127,0,none
820,4,0,9821.51,0.0,1964.3020000000001,2686.797564703378,104,4,505,0,none
821,2,1,644.2,1213.06,619.0866666666667,420.82873708381123,904,3,313,0,none
822,2,2,1522.04,5728.44,1812.62,1802.4613238569086,463,4,92,0,none
823,3,2,3215.51,1970.7600000000002,1037.2540000000001,543.8405901953256,1005,5,240,0,none
824,3,3,843.32,9122.65,1660.995,2595.5617014739473,1259,6,683,0,none
825,1,4,4563.27,4415.84,1795.8220000000001,1411.8729067362972,56,5,132,0,none
826,4,9,3990.94,24512.499999999996,2192.5723076923077,2395.6276498788175,905,13,36,0,none
827,5,2,13255.779999999999,815.0699999999999,2010.1214285714284,1988.5136812735898,369,7,109,0,none
828,2,4,1937.6799999999998,2828.31,794.3316666666666,397.21733351809087,1314,6,593,0,none
829,4,6,6802.5,7492.129999999999,1429.463,584.1953447614933,402,10,587,0,none
830,5,1,5401.2,9156.3,2426.25,3251.3359548704484,927,6,433,0,none
831,3,2,36029.47000000001,1618.35,7529.564000000001,13273.796073359876,843,5,129,0,none
832,2,2,2440.41,1494.7,983.7774999999999,575.8097101636529,612,4,367,0,none
833,2,1,3649.12,1045.31,1564.8100000000002,786.2391883305403,1026,3,526,0,none
834,4,2,10429.51,6389.58,2803.181666666667,2104.7374369298154,1096,6,372,0,none
835,1,3,1793.65,8372.44,2541.5224999999996,2752.632849476797,863,4,534,0,none
836,5,2,10596.55,4330.0599999999995,2132.372857142857,2383.406404010351,1144,7,187,0,none
837,3,2,4762.51,1845.21,1321.5439999999999,1026.5017286804734,1475,5,502,0,none
838,5,4,9213.49,6829.11,1782.511111111111,1849.1572461616397,646,9,104,0,none
839,1,3,279.45,5449.7,1432.2875,1943.0945075880252,786,4,646,0,none
840,2,2,4286.05,4046.0499999999997,2083.025,1158.603404977303,48,4,659,0,none
841,3,2,2699.5699999999997,5471.0,1634.114,1653.2064627093616,1200,5,24,0,none
842,1,1,574.11,835.86,704.985,130.875,794,2,250,0,none
843,3,2,4252.68,2214.13,1293.3619999999999,353.56591534818506,629,5,299,0,none
844,1,3,693.65,3070.2799999999997,940.9825000000001,782.1718603150781,168,4,657,0,none
845,5,2,5776.71,3920.47,1385.3114285714287,1151.0415514211288,1337,7,540,0,none
846,4,2,4592.39,2297.59,1148.33,497.65205605925104,610,6,460,0,none
847,2,3,1113.7,4029.2900000000004,1028.598,620.225975315449,1033,5,112,0,none
848,5,3,8918.76,657.37,1197.0162500000001,1164.5847791481037,249,8,328,0,none
849,5,6,12063.56,11410.93,2134.044545454545,1549.582987524319,1443,11,251,0,none
850,1,3,588.14,8519.56,2276.925,3145.849930817584,292,4,185,0,none
851,3,6,2220.87,9205.0,1269.5411111111111,1139.5155483259293,323,9,477,0,none
852,4,7,8867.07,8710.439999999999,1597.9554545454544,1780.9925095823482,1292,11,643,0,none
853,1,3,823.83,2493.35,829.2950000000001,500.8713438848344,1371,4,688,0,none
854,2,7,1613.64,4659.84,697.0533333333333,220.61910811773913,341,9,170,0,none
855,4,3,7041.0,5221.01,1751.715714285714,1550.8715534255214,720,7,239,0,none
856,3,2,1530.0900000000001,1265.72,559.162,147.68922146182504,1108,5,615,0,none
857,1,5,1237.33,10073.779999999999,1885.1850000000002,1635.2346204826388,1321,6,451,0,none
858,2,2,3582.8500000000004,6239.43,2455.57,2292.144760557239,587,4,452,0,none
859,4,0,4095.1200000000003,0.0,819.0240000000001,845.0049012544248,790,4,289,0,none
860,1,3,27819.53,1418.1,7309.407499999999,11841.64397009633,1120,4,62,0,none
861,5,0,6076.7699999999995,0.0,1012.795,924.354853411286,1104,5,456,0,none
862,2,3,379.72,6548.279999999999,1385.6,1807.611074208166,1180,5,373,0,none
863,4,2,6384.78,1281.3600000000001,1277.6899999999998,999.2577217448292,867,6,664,0,none
864,3,8,6644.29,11144.77,1617.1872727272726,1379.235922188876,183,11,311,0,none
865,4,1,2994.21,2652.82,1129.4060000000002,873.8734955037829,1358,5,545,0,none
866,2,2,5078.8099999999995,3745.43,2206.0599999999995,555.9968577698978,1302,4,489,0,none
867,5,3,4483.16,5128.9800000000005,1201.5175,774.2550453298642,1203,8,602,0,none
868,5,4,12211.31,2047.96,1584.3633333333332,2892.660433849012,176,9,352,0,none
869,5,5,3938.37,9717.93,1365.63,992.7913383788157,330,10,2,0,none
870,1,1,1487.16,2704.97,2096.065,608.9049999999999,1123,2,301,0,none
871,4,3,2893.4,5618.58,1215.997142857143,604.9906820466455,64,7,319,0,none
872,3,5,2773.66,4042.9299999999994,852.0737499999999,391.2491920738463,1469,8,147,0,none
873,4,5,24273.57,10786.01,3895.508888888889,6332.45226849133,584,9,691,0,none
874,5,4,6839.68,8162.93,1666.9566666666667,1676.7457140279532,1087,9,563,0,none
875,5,0,21191.07,0.0,3531.845,5611.990137270824,1334,5,651,0,none
876,2,2,15558.560000000001,1275.9,4208.615,5838.589812131437,610,4,440,0,none
877,1,4,1077.59,2144.76,644.47,281.7985481154933,499,5,438,0,none
878,1,4,2654.62,7947.06,2120.3360000000002,1745.4524970287791,924,5,243,0,none
879,1,2,290.27,3640.25,1310.1733333333334,1008.2357268130415,884,3,399,0,none
880,5,3,2542.83,1621.81,520.5799999999999,201.9141475355306,631,8,269,0,none
881,1,3,3168.19,3618.59,1696.695,1064.3784757899796,914,4,7,0,none
882,4,4,10553.18,4578.88,1891.5075000000002,2442.6176350318833,1405,8,403,0,none
883,2,3,1182.1000000000001,7879.290000000001,1812.2779999999998,1470.5901095737045,717,5,352,0,none
884,3,1,3387.45,1727.83,1278.82,711.8234726039877,319,4,47,0,none
885,2,4,611.42,3681.9700000000003,715.565,433.423775449617,584,6,236,0,none
886,4,3,3664.37,5640.52,1329.27,628.7885278624512,609,7,253,0,none
887,1,3,4062.2,6184.42,2561.655,1386.9099743043887,222,4,538,0,none
888,3,4,3842.31,9849.779999999999,1956.0128571428572,1436.3892083347075,269,7,232,0,none
889,1,5,261.45,8762.91,1504.0600000000002,1214.3913499362552,1036,6,215,0,none
890,3,5,3013.48,4959.639999999999,996.6399999999999,698.6758154179948,529,8,32,0,none
891,2,3,1136.6,5398.69,1307.058,1126.6797481520646,1433,5,16,0,none
892,1,2,2387.34,3091.9700000000003,1826.4366666666667,425.945976725792,388,3,509,0,none
893,1,6,594.85,4888.25,783.3,348.83245704164955,175,7,138,0,none
894,1,2,721.21,2162.0499999999997,961.0866666666666,467.9124422605389,1137,3,331,0,none
895,4,3,1801.5099999999998,4424.98,889.4985714285714,1012.1940078213207,1325,7,408,0,none
896,4,3,2303.78,5725.36,1147.02,1261.5257593315891,438,7,240,0,none
897,2,1,4232.37,1306.38,1846.25,1051.4569966479846,327,3,334,0,none
898,2,2,6250.7300000000005,3504.52,2438.8125,1903.3353067099738,303,4,682,0,none
899,2,3,1946.21,1368.9499999999998,663.0319999999999,305.4754029639702,797,5,335,0,none
900,5,3,6450.77,2774.87,1153.2050000000002,799.5891484693874,718,8,39,0,none
901,3,2,17985.17,3811.26,4359.285999999999,3968.294625526688,411,5,318,0,none
902,5,7,6584.7300000000005,11618.079999999998,1516.9008333333331,1087.8698659341744,96,12,89,0,none
903,1,3,688.37,2639.23,831.9,217.84496344877934,737,4,6,0,none
904,5,3,6063.16,5077.41,1392.57125,1617.7853263368838,1440,8,62,0,none
905,2,2,3615.0099999999998,1077.33,1173.085,936.5724220395344,989,4,171,0,none
906,4,3,11760.509999999998,6266.79,2575.328571428571,1664.572532860945,758,7,471,0,none
907,5,3,4364.67,4106.09,1058.8449999999998,793.9760244176143,192,8,618,0,none
908,3,3,1954.15,1512.3600000000001,577.7516666666667,365.594621195693,401,6,163,0,none
909,1,4,1221.97,11013.359999999999,2447.066,2795.940716371504,463,5,94,0,none
910,2,3,8608.42,4664.86,2654.656,1602.1829471143424,1154,5,218,0,none
911,3,2,14015.96,4537.53,3710.6979999999994,2165.26079498429,1318,5,211,0,none
912,1,2,274.52,4160.1900000000005,1478.2366666666667,1285.8897840881318,1355,3,540,0,none
913,3,3,4946.42,8269.18,2202.6,1937.1327107523293,1477,6,73,0,none
914,2,3,9395.7,19985.75,5876.29,3948.5994710175405,1474,5,429,0,none
915,4,3,4125.88,2697.4399999999996,974.76,600.3332744639192,1430,7,248,0,none
916,4,3,5873.049999999999,5515.99,1627.0057142857142,1118.5518544574516,135,7,412,0,none
917,1,3,5537.15,5222.44,2689.8975,2084.5349803898107,232,4,287,0,none
918,4,4,17464.29,9123.17,3323.4325,3398.0051382677084,477,8,658,0,none
919,4,3,7277.2,8515.76,2256.137142857143,1439.2035661406057,842,7,155,0,none
920,2,4,4982.22,3287.8900000000003,1378.3516666666667,1231.7893068813441,172,6,297,0,none
921,1,1,1676.58,1335.56,1506.07,170.51,1273,2,571,0,none
922,2,6,1929.15,11470.31,1674.9325,1879.407132846353,936,8,520,0,none
923,2,4,1713.6200000000001,2812.48,754.35,436.1431684282888,827,6,281,0,none
924,1,3,3593.47,15033.84,4656.827499999999,5122.415308877127,273,4,364,0,none
925,4,1,10288.599999999999,4318.05,2921.3299999999995,2117.352169885775,402,5,57,0,none
926,4,3,5128.03,2121.81,1035.6914285714286,531.1987032156227,265,7,318,0,none
927,5,0,9963.08,0.0,1660.5133333333333,1404.3983212472954,1282,5,74,0,none
928,3,1,16028.73,586.69,4153.855,4326.231856295383,888,4,262,0,none
929,4,3,23023.239999999998,1988.0700000000002,3573.0442857142853,6143.738773715324,1110,7,366,0,none
930,4,2,2583.33,1254.51,639.64,517.221119251718,465,6,517,0,none
931,4,2,8875.6,3358.92,2039.086666666667,2057.015625379534,575,6,593,0,none
