src,dst,amount,timestamp,shared_device
693,136,170.02,404204,0
693,2532,495.72,404308,0
694,899,321.66,404591,0
694,1193,3479.81,404763,0
694,1111,1974.2,405096,0
694,2980,5217.26,405339,0
694,2149,506.32,405630,0
695,371,2821.3,405943,0
695,1720,2738.78,406025,0
695,491,1251.32,406132,0
695,1242,1857.28,406195,0
695,2372,1884.38,406260,0
696,692,961.72,406382,0
696,1965,1446.21,406625,0
696,449,5664.25,407019,0
697,2251,60.52,407402,0
697,1717,412.89,407414,0
697,964,2989.91,407791,0
697,2004,1594.5,408107,0
697,1558,1359.82,408137,0
698,156,799.79,408189,0
699,2414,3879.58,408481,0
700,2063,4358.63,408696,0
701,2278,1889.2,408843,0
701,1993,1523.22,409011,0
701,748,1678.51,409386,0
701,1808,370.45,409630,0
702,1980,9317.8,409693,0
702,2933,460.07,410051,0
702,2460,4507.62,410158,0
702,2192,2032.73,410500,0
702,583,526.96,410799,0
703,193,1026.96,411031,0
703,963,2026.91,411074,0
703,1563,1732.06,411230,0
703,1417,3695.99,411596,0
704,2942,1211.57,411777,0
704,2227,579.7,412052,0
704,748,885.62,412071,0
704,2838,1079.14,412182,0
705,1033,3816.8,412241,0
706,2817,1044.14,412427,0
706,657,195.1,412609,0
707,1112,2285.89,412966,0
707,2000,654.75,413034,0
707,1906,2269.17,413158,0
707,1255,686.55,413302,0
708,2608,643.81,413520,0
708,2303,495.17,413715,0
708,279,239.14,414061,0
708,917,3833.22,414067,0
708,2229,2591.75,414294,0
709,896,419.18,414363,0
709,1425,2099.28,414448,0
709,267,383.92,414596,0
709,575,1727.28,414640,0
710,491,1767.07,415009,0
710,1435,302.74,415151,0
710,2199,970.93,415273,0
711,562,918.79,415634,0
711,422,525.46,415930,0
711,69,1555.78,416010,0
711,2227,395.99,416055,0
712,1244,617.41,416124,0
712,346,5348.65,416296,0
712,2686,2222.51,416445,0
712,2496,9766.45,416791,0
713,920,352.81,417094,0
714,997,551.7,417203,0
714,351,791.31,417286,0
715,1906,318.05,417363,0
715,1626,934.8,417697,0
716,1995,1383.33,417804,0
716,1268,1666.0,417848,0
717,1157,6361.72,418074,0
717,1017,2123.4,418246,0
717,515,1339.5,418292,0
718,1342,3314.27,418317,0
718,1093,583.42,418605,0
718,215,300.94,418907,0
719,2384,483.27,419297,0
719,508,771.27,419627,0
719,1291,356.52,419972,0
719,1510,438.68,420324,0
719,1847,3900.83,420381,0
720,1910,302.13,420417,0
720,1907,1649.7,420787,0
720,1075,365.03,421129,0
721,280,1853.93,421136,0
722,1578,1951.19,421452,0
722,1959,282.54,421683,0
722,2899,1217.88,421920,0
722,441,1723.7,422101,0
722,1965,1405.31,422454,0
723,2286,1653.77,422740,0
723,2350,337.45,423045,0
723,1261,403.86,423232,0
723,841,4777.5,423397,0
723,1949,1277.19,423448,0
724,2039,351.84,423765,0
724,888,4060.02,424152,0
724,1863,561.46,424214,0
725,236,895.84,424431,0
725,1505,1946.38,424693,0
725,593,522.82,424883,0
726,2531,1248.83,425084,0
726,1063,1136.41,425359,0
726,1973,4176.98,425568,0
726,1659,337.14,425660,0
727,2376,3397.98,425977,0
727,76,806.68,426300,0
727,2425,800.86,426624,0
727,464,2234.92,426854,0
727,1248,1641.31,427184,0
728,2320,916.12,427492,0
728,2084,2542.05,427518,0
729,2126,2350.4,427734,0
730,2691,2011.41,427798,0
730,2689,457.62,427943,0
730,1211,840.01,427946,0
730,11,656.02,428263,0
730,2661,3334.29,428328,0
731,838,271.24,428426,0
731,1023,266.8,428804,0
731,2041,2055.12,428917,0
732,2335,2770.96,429075,0
732,1501,489.33,429168,0
732,884,1727.83,429233,0
733,317,96.14,429331,0
734,2902,950.0,429497,0
734,2208,171.51,429512,0
735,2245,505.22,429528,0
735,740,2602.92,429536,0
735,2188,10358.57,429831,0
735,2852,10279.93,429931,0
735,2082,3926.4,430310,0
736,771,3521.16,430539,0
737,862,4930.53,430665,0
738,1024,2821.66,430799,0
738,1580,1460.93,431042,0
738,2579,471.68,431270,0
738,1511,1391.8,431554,0
738,2237,785.41,431694,0
739,2618,123.43,431816,0
739,2209,6622.26,431886,0
739,1414,1203.18,431985,0
739,899,481.15,432254,0
740,2747,647.95,432631,0
740,2482,1470.45,432808,0
740,590,1722.84,433188,0
740,1364,684.32,433442,0
740,2082,4376.32,433546,0
741,470,2751.23,433590,0
742,1603,7505.04,433591,0
742,922,154.48,433784,0
743,709,500.19,433959,0
744,1572,4137.19,434086,0
744,1909,522.94,434395,0
744,130,875.05,434658,0
744,1747,1778.48,434829,0
744,68,745.55,435134,0
745,603,349.42,435254,0
746,1932,740.45,435601,0
746,1985,1312.33,435666,0
746,1256,2307.46,435947,0
747,2579,2186.91,436175,0
747,1860,506.08,436523,0
747,209,2111.92,436813,0
747,345,809.77,436865,0
748,1928,3051.56,437137,0
749,147,1038.76,437270,0
749,1861,1148.67,437477,0
749,906,1242.16,437662,0
749,2716,3647.25,437706,0
749,2560,1187.26,438004,0
750,1611,1494.28,438010,0
750,33,2567.31,438098,0
751,573,2913.13,438226,0
752,743,2227.85,438467,0
752,390,4428.3,438846,0
752,1136,2271.21,438933,0
752,1902,8182.95,439071,0
752,2052,3183.25,439334,0
753,2527,1525.37,439443,0
753,112,2306.32,439580,0
753,1690,359.2,439949,0
754,1968,286.2,440047,0
754,1370,2241.62,440402,0
754,1265,2010.09,440644,0
755,546,1477.08,440913,0
755,1415,4926.36,440988,0
755,1103,214.19,441043,0
755,1362,1343.72,441167,0
755,381,302.66,441513,0
756,2313,3428.82,441826,0
756,2342,3933.4,442028,0
756,381,974.91,442297,0
756,1215,561.62,442312,0
757,449,1734.09,442405,0
757,1468,725.58,442451,0
757,654,858.91,442650,0
758,1031,2453.44,442841,0
758,2096,1135.87,443067,0
759,1810,257.71,443082,0
760,393,1056.46,443360,0
760,1405,339.39,443371,0
760,2154,757.35,443408,0
760,1162,591.91,443621,0
761,2406,1100.24,443891,0
761,871,1642.89,444094,0
761,1478,639.72,444364,0
762,328,5172.29,444509,0
762,377,792.96,444745,0
763,2231,1912.48,445050,0
763,1441,2092.91,445351,0
764,114,1212.37,445607,0
764,2354,616.47,445874,0
765,2193,3680.05,446164,0
766,2081,2829.48,446372,0
766,2088,507.32,446661,0
766,1203,676.15,446744,0
766,2338,1207.44,447075,0
767,1474,4263.21,447081,0
767,809,770.89,447122,0
767,498,2738.26,447457,0
767,608,669.56,447617,0
767,713,3009.54,447984,0
768,2854,1131.62,448256,0
768,237,417.02,448283,0
768,1869,378.02,448355,0
768,1693,1728.59,448476,0
768,299,398.79,448822,0
769,1203,180.78,448876,0
769,1787,5650.64,448977,0
770,693,180.2,449010,0
771,984,1997.51,449352,0
771,1275,536.39,449583,0
771,2585,116.31,449807,0
771,2456,516.49,450041,0
772,898,1121.48,450153,0
772,406,1882.08,450311,0
772,1226,825.22,450623,0
772,988,1638.85,450634,0
773,2726,6665.51,451030,0
773,787,287.39,451267,0
773,2781,424.03,451646,0
773,2641,9778.36,451866,0
774,2196,960.17,452026,0
774,2688,32.16,452422,0
774,2325,1116.34,452774,0
774,642,3098.18,452983,0
775,48,335.39,453019,0
775,2850,910.88,453158,0
775,535,1314.23,453191,0
775,2170,4897.54,453566,0
775,1509,3127.07,453636,0
776,537,1373.79,453778,0
777,2689,1409.15,454018,0
778,1790,2644.68,454107,0
779,2391,787.47,454263,0
779,2301,961.89,454556,0
779,526,694.79,454795,0
780,890,318.72,455019,0
780,552,1260.46,455105,0
780,2645,354.45,455266,0
780,36,2070.48,455504,0
781,1194,1323.61,455703,0
781,1417,2007.71,455962,0
781,270,80.98,455978,0
782,67,1189.07,456254,0
782,1159,4953.85,456365,0
782,2433,974.02,456739,0
782,912,899.6,456798,0
783,458,1368.17,457037,0
783,2122,1277.77,457155,0
783,2342,4432.28,457468,0
784,733,625.11,457693,0
784,2253,1982.53,457814,0
784,595,425.28,457848,0
784,651,933.52,457924,0
785,2351,2468.62,458059,0
786,2141,325.77,458153,0
786,2733,1106.78,458260,0
786,716,600.56,458508,0
786,1220,680.83,458896,0
786,239,1944.63,459002,0
787,657,1201.02,459032,0
787,2242,3774.96,459170,0
787,2702,610.81,459271,0
787,589,4463.14,459570,0
787,2600,1159.81,459852,0
788,2617,793.23,459965,0
788,1831,2853.0,460216,0
789,653,1071.76,460589,0
789,2586,1452.45,460695,0
789,2872,853.21,461001,0
789,2820,460.25,461378,0
789,1405,4864.43,461400,0
790,1315,1689.49,461403,0
790,1345,238.27,461603,0
791,2909,502.21,461892,0
792,646,1064.26,462152,0
792,2019,122.7,462317,0
793,1125,545.31,462599,0
793,2936,2601.38,462660,0
794,2818,3694.81,462862,0
795,2305,3265.62,463200,0
795,2736,4476.85,463223,0
795,1602,1441.77,463257,0
795,1426,1250.91,463270,0
796,2148,895.11,463647,0
796,877,204.5,463977,0
796,2336,195.06,464178,0
796,1874,346.71,464291,0
797,95,1257.11,464355,0
798,423,5654.93,464728,0
798,2485,5922.17,464772,0
798,2361,773.0,465161,0
798,2738,229.04,465219,0
798,541,3019.53,465318,0
799,89,3682.42,465666,0
799,1984,1731.39,465885,0
799,26,773.38,466162,0
800,2051,3406.07,466282,0
800,2546,5791.32,466371,0
800,223,842.71,466631,0
801,2447,1672.53,466805,0
801,1555,6367.0,466999,0
801,2131,699.9,467085,0
801,2615,313.15,467389,0
802,1009,991.85,467515,0
802,69,352.2,467700,0
802,1889,1345.02,467832,0
802,1080,184.51,468056,0
802,237,2175.34,468419,0
803,646,342.62,468475,0
804,922,725.09,468656,0
804,12,1855.33,469052,0
804,45,149.68,469207,0
804,1820,616.95,469439,0
805,2358,940.8,469521,0
805,2508,1621.09,469918,0
805,826,4772.25,470286,0
806,542,347.98,470527,0
806,1475,2814.53,470812,0
806,1656,336.38,471082,0
806,2747,5054.18,471110,0
806,1434,748.6,471239,0
807,2030,8496.47,471466,0
808,1050,2680.16,471793,0
809,1006,167.85,472151,0
809,91,971.45,472234,0
809,2380,390.21,472453,0
809,2792,284.41,472560,0
810,1579,493.5,472930,0
811,1623,1795.94,473019,0
811,1151,6598.27,473066,0
811,103,633.47,473221,0
811,394,6364.02,473372,0
812,1560,318.07,473564,0
812,2952,2233.43,473940,0
813,1020,462.82,474093,0
813,1347,9045.16,474388,0
813,1587,263.35,474587,0
813,604,1929.72,474749,0
814,441,2393.26,474993,0
814,465,233.4,475386,0
814,424,1833.58,475526,0
814,2986,3171.07,475804,0
814,1702,1939.47,475907,0
815,845,366.98,475924,0
815,629,2024.54,476217,0
816,1761,1498.27,476381,0
817,2430,549.9,476440,0
817,1486,2667.36,476721,0
817,328,406.07,476812,0
817,1875,789.36,477206,0
818,812,339.0,477252,0
818,1354,88.11,477528,0
818,714,3369.18,477737,0
818,1386,5384.4,477757,0
819,484,4017.05,477887,0
819,322,2847.58,478283,0
819,869,2598.32,478514,0
819,2230,1824.46,478888,0
819,1383,138.79,479133,0
820,1125,1578.2,479294,0
820,908,232.3,479655,0
820,835,7226.84,479674,0
820,513,784.17,479872,0
821,1362,354.38,480117,0
821,108,289.82,480277,0
822,2260,358.5,480588,0
822,383,1163.54,480831,0
823,1839,1739.25,481085,0
823,1392,127.23,481189,0
823,1975,1349.03,481347,0
824,808,404.73,481547,0
824,735,366.11,481845,0
824,839,72.48,482024,0
825,87,4563.27,482411,0
826,1248,1213.44,482789,0
826,736,1215.94,482962,0
826,761,1212.91,483006,0
826,2784,348.65,483363,0
827,2351,5191.94,483494,0
827,2975,391.82,483646,0
827,47,2111.86,483666,0
827,2169,4828.49,483672,0
827,2890,731.67,483982,0
828,2787,617.81,484301,0
828,1170,1319.87,484540,0
829,915,1854.1,484803,0
829,1029,1628.56,485187,0
829,347,2183.13,485411,0
829,733,1136.71,485423,0
830,1120,260.61,485515,0
830,1780,406.98,485612,0
830,1431,623.69,485971,0
830,565,3763.93,486282,0
830,1412,345.99,486425,0
831,608,34061.66,486597,0
831,810,1667.9,486889,0
831,2699,299.91,487171,0
832,452,1750.31,487464,0
832,517,690.1,487805,0
833,750,973.18,488175,0
833,2616,2675.94,488543,0
834,56,2746.5,488936,0
834,134,4978.51,489306,0
834,1800,206.76,489485,0
834,2011,2497.74,489676,0
835,1463,1793.65,489918,0
836,2878,554.0,490264,0
836,548,524.44,490352,0
836,1679,826.25,490416,0
836,1213,7144.74,490707,0
836,209,1547.12,491080,0
837,878,227.84,491417,0
837,284,1317.77,491645,0
837,2364,3216.9,491863,0
838,1677,1045.74,492087,0
838,2781,4699.58,492396,0
838,1684,512.81,492465,0
838,2768,1285.52,492788,0
838,1027,1669.84,492923,0
839,286,279.45,492981,0
840,406,2518.32,493252,0
840,1302,1767.73,493439,0
841,1540,44.91,493679,0
841,178,1022.35,493689,0
841,2873,1632.31,493934,0
842,2484,574.11,494255,0
843,1735,1061.24,494277,0
843,1937,1988.54,494418,0
843,4,1202.9,494498,0
844,1731,693.65,494620,0
845,2927,172.1,494759,0
845,2201,1845.94,494827,0
845,191,182.7,494951,0
845,2093,1585.93,495179,0
845,68,1990.04,495421,0
846,837,1206.9,495436,0
846,81,371.43,495541,0
846,462,1673.53,495914,0
846,1340,1340.53,496220,0
847,2935,587.35,496278,0
847,2664,526.35,496665,0
848,66,456.11,496808,0
848,2994,3404.19,496976,0
848,524,2760.22,496991,0
848,1665,954.08,497182,0
848,651,1344.16,497317,0
849,1059,3003.18,497538,0
849,730,206.91,497619,0
849,2930,3130.88,497887,0
849,718,5272.17,497892,0
849,38,450.42,498205,0
850,1994,588.14,498377,0
851,1391,298.54,498621,0
851,1954,1107.61,498776,0
851,2320,814.72,499057,0
852,156,372.4,499368,0
852,1068,1417.65,499592,0
852,2101,419.72,499847,0
852,1025,6657.3,500058,0
853,165,823.83,500195,0
854,1214,1047.45,500507,0
854,609,566.19,500606,0
855,1489,3978.38,500840,0
855,2499,1273.89,500917,0
855,1097,728.24,501139,0
855,806,1060.49,501249,0
856,2999,325.37,501628,0
856,1657,484.29,501823,0
856,532,720.43,502107,0
857,1628,1237.33,502209,0
858,1043,1103.7,502585,0
858,1130,2479.15,502771,0
859,1596,167.52,502843,0
859,412,2384.69,502997,0
859,284,673.8,503348,0
859,199,869.11,503423,0
860,1150,27819.53,503813,0
861,2782,310.82,503876,0
861,1668,2459.49,503884,0
861,2488,218.81,504000,0
861,603,1944.29,504390,0
861,1861,1143.36,504645,0
862,2957,235.57,505031,0
862,2158,144.15,505080,0
863,2925,472.29,505284,0
863,1805,1690.29,505525,0
863,2244,3306.56,505684,0
863,756,915.64,505853,0
864,446,284.3,505884,0
864,246,1858.37,506050,0
864,1999,4501.62,506135,0
865,652,1093.45,506317,0
865,1744,1339.2,506545,0
865,1892,203.82,506580,0
865,1907,357.74,506610,0
866,401,3130.6,506797,0
866,1308,1948.21,506868,0
867,948,1143.67,507210,0
867,1216,940.41,507223,0
867,1081,725.9,507595,0
867,2650,1181.77,507824,0
867,915,491.41,508037,0
868,2,2071.05,508235,0
868,324,99.81,508419,0
868,1173,168.34,508762,0
868,786,266.29,508847,0
868,1623,9605.82,508883,0
869,831,633.2,509241,0
869,1471,1280.24,509520,0
869,1571,684.64,509902,0
869,1325,158.23,510269,0
869,2857,1182.06,510281,0
870,1944,1487.16,510340,0
871,1089,685.01,510426,0
871,511,508.86,510482,0
871,852,1104.44,510810,0
871,1918,595.09,511071,0
872,2018,1268.84,511336,0
872,2432,708.56,511385,0
872,736,796.26,511490,0
873,156,21143.56,511763,0
873,1665,565.32,511856,0
873,2231,221.42,512141,0
873,267,2343.27,512347,0
874,2561,1314.05,512656,0
874,1018,2637.15,512839,0
874,38,557.35,512878,0
874,2965,921.31,513256,0
874,2426,1409.82,513453,0
875,2052,2249.9,513845,0
875,1622,547.98,514002,0
875,1647,1612.53,514179,0
875,2179,805.73,514382,0
875,1036,15974.93,514463,0
876,2829,1250.37,514741,0
876,1941,14308.19,514856,0
877,456,1077.59,515031,0
878,1785,2654.62,515044,0
879,2221,290.27,515337,0
880,2242,388.51,515515,0
880,2352,610.11,515779,0
880,445,240.23,516054,0
880,2226,402.77,516147,0
880,2102,901.21,516273,0
881,2998,3168.19,516501,0
882,2373,874.0,516898,0
882,2485,340.93,516939,0
882,1829,8251.17,517142,0
882,885,1087.08,517314,0
883,167,457.41,517669,0
883,600,724.69,517989,0
884,2018,2198.55,518172,0
884,2570,448.62,518192,0
884,61,740.28,518446,0
885,1078,261.64,518552,0
885,2278,349.78,518894,0
886,799,623.67,519242,0
886,2987,480.44,519443,0
886,2854,1737.67,519814,0
886,2895,822.59,520036,0
887,486,4062.2,520272,0
888,1211,773.69,520645,0
888,1218,1643.0,521028,0
888,352,1425.62,521390,0
889,1412,261.45,521732,0
890,23,516.87,521900,0
890,456,2108.34,522194,0
890,285,388.27,522334,0
891,1394,838.74,522504,0
891,2544,297.86,522644,0
892,1830,2387.34,522690,0
893,839,594.85,522818,0
894,1270,721.21,523120,0
895,1837,340.82,523294,0
895,2366,1081.08,523613,0
895,1294,176.28,523709,0
895,1734,203.33,523815,0
896,2536,379.67,523835,0
896,260,515.38,523984,0
896,181,323.35,524010,0
896,23,1085.38,524106,0
897,1820,916.29,524180,0
897,2218,3316.08,524331,0
898,14,5555.34,524588,0
898,528,695.39,524598,0
899,1866,1213.19,524782,0
899,827,733.02,524936,0
900,1927,2832.56,525183,0
900,2378,662.34,525237,0
900,114,1337.31,525391,0
900,2408,1383.98,525520,0
900,2235,234.58,525773,0
901,2935,5484.24,525804,0
901,161,975.47,526001,0
901,2247,11525.46,526017,0
902,874,627.61,526177,0
902,176,3059.96,526211,0
902,1357,211.26,526245,0
902,2803,689.52,526533,0
902,1593,1996.38,526608,0
903,1232,688.37,526656,0
904,2077,79.71,526703,0
904,543,913.82,526910,0
904,952,3909.76,527149,0
904,2441,312.7,527299,0
904,1217,847.17,527546,0
905,362,856.33,527561,0
905,2499,2758.68,527646,0
906,52,2084.43,527808,0
906,475,5122.56,527879,0
906,2408,4167.54,528154,0
906,860,385.98,528233,0
907,1504,1033.34,528358,0
907,169,1159.85,528618,0
907,114,565.3,528641,0
907,2068,541.2,528721,0
907,611,1064.98,528732,0
908,1197,704.14,529012,0
908,283,198.85,529225,0
908,2652,1051.16,529412,0
909,2542,1221.97,529775,0
910,578,3337.41,530156,0
910,2381,5271.01,530440,0
911,511,2393.6,530644,0
911,26,3949.29,531030,0
911,1736,7673.07,531393,0
912,2987,274.52,531649,0
913,2504,1158.07,531655,0
913,1658,994.93,531670,0
913,2950,2793.42,531913,0
914,474,7115.63,531956,0
914,2256,2280.07,532054,0
915,501,501.52,532254,0
915,1554,655.08,532537,0
915,1500,1860.08,532561,0
915,1048,1109.2,532685,0
916,271,2393.35,533013,0
916,498,354.07,533155,0
916,991,2848.39,533298,0
916,2774,277.24,533508,0
917,838,5537.15,533650,0
918,1938,10424.43,533747,0
918,367,689.29,534046,0
918,1292,2561.87,534055,0
918,2866,3788.7,534421,0
919,1509,634.53,534637,0
919,31,505.44,534899,0
919,18,2844.68,535031,0
919,2008,3292.55,535399,0
920,606,1092.05,535647,0
920,1785,3890.17,535887,0
921,1642,1676.58,536090,0
922,2576,927.58,536133,0
922,2510,1001.57,536225,0
923,980,198.95,536347,0
923,2989,1514.67,536488,0
924,2360,3593.47,536844,0
925,1652,608.96,537136,0
925,1783,707.6,537402,0
925,2153,2854.93,537587,0
925,1600,6117.11,537790,0
926,1497,1886.43,537843,0
926,1210,1565.49,537957,0
926,222,891.7,538109,0
926,2040,784.41,538391,0
927,916,2538.67,538652,0
927,1719,1000.4,538749,0
927,687,1736.7,539137,0
927,1764,4205.19,539139,0
927,2357,482.12,539470,0
928,1858,935.88,539768,0
928,919,3753.93,539816,0
928,2040,11338.92,539950,0
929,429,959.35,539981,0
929,1350,18505.57,540131,0
929,1670,668.25,540208,0
929,339,2890.07,540421,0
930,281,167.11,540627,0
930,2952,213.75,540911,0
930,1746,491.17,541227,0
930,2632,1711.3,541278,0
931,35,320.73,541525,0
931,1069,491.24,541857,0
931,1106,6232.56,542080,0
931,2957,1831.07,542214,0
932,1108,3301.61,542598,0
932,1039,323.85,542777,0
932,1877,817.52,542843,0
933,1442,3396.42,543131,0
933,1069,3578.59,543319,0
934,2105,882.63,543441,0
935,1186,2043.65,543660,0
935,674,175.93,543788,0
936,1527,887.81,543825,0
937,1048,7227.81,544199,0
938,1659,1706.19,544527,0
938,1902,176.86,544652,0
938,1452,183.67,544653,0
938,796,899.94,544705,0
938,2375,1958.26,545040,0
939,626,167.62,545085,0
939,1949,1553.57,545460,0
939,1602,747.3,545709,0
939,933,2683.64,546094,0
939,1730,211.52,546100,0
940,318,201.39,546385,0
940,1975,1920.42,546639,0
941,2114,706.22,546962,0
941,106,470.99,547297,0
941,3,1198.62,547654,0
941,2882,23499.35,547809,0
941,1472,285.49,548127,0
942,1362,905.67,548496,0
942,2853,713.14,548563,0
942,2437,571.29,548652,0
942,1450,748.49,548875,0
942,281,1917.83,549237,0
943,1585,196.21,549337,0
943,2399,546.81,549560,0
944,2154,4090.57,549711,0
945,676,799.89,550093,0
945,1958,623.88,550312,0
945,2943,1803.67,550591,0
946,507,1358.78,550807,0
946,486,165.84,551060,0
946,1976,1189.25,551360,0
946,1490,2073.83,551375,0
947,417,498.82,551700,0
947,697,2164.15,551961,0
947,1176,673.2,552030,0
947,2924,182.59,552408,0
947,1351,386.66,552545,0
948,1312,8585.26,552676,0
948,893,1386.57,552677,0
949,392,618.63,552857,0
949,1944,4604.98,553066,0
949,2827,518.52,553156,0
950,380,1455.55,553249,0
951,33,7796.67,553629,0
951,873,966.57,553991,0
952,1470,1573.48,554075,0
952,2308,995.24,554457,0
952,1450,1034.46,554476,0
952,319,3763.69,554750,0
952,1912,858.56,554879,0
953,621,1690.58,555168,0
953,2761,211.46,555438,0
953,2296,1425.66,555555,0
953,1554,6893.35,555573,0
954,271,1937.92,555740,0
954,1020,2341.05,555867,0
954,1053,769.39,555868,0
955,1528,2089.68,555911,0
955,1063,845.21,556096,0
955,1124,1387.3,556426,0
956,440,1047.63,556809,0
957,2493,1937.12,556885,0
957,2662,488.33,557048,0
958,1562,1455.83,557341,0
959,2619,3530.63,557454,0
959,1773,929.39,557474,0
959,1981,3111.91,557751,0
960,1034,2072.27,557839,0
960,1044,12854.85,558086,0
960,2961,188.02,558208,0
961,1183,1004.96,558229,0
961,2761,1849.59,558552,0
961,1064,848.67,558645,0
961,1,3093.74,558814,0
962,116,945.58,558837,0
962,2102,963.21,558981,0
962,311,560.54,559327,0
962,1704,387.89,559329,0
963,2112,3724.51,559345,0
964,0,1484.55,559666,0
964,178,2262.0,559997,0
964,797,1677.44,560280,0
964,1553,174.65,560617,0
965,1309,1194.22,560828,0
965,189,3377.0,561113,0
965,221,1308.03,561223,0
965,1821,2694.92,561429,0
966,2128,1170.98,561549,0
966,1203,4756.82,561854,0
967,610,2606.61,562168,0
967,940,903.93,562491,0
968,1878,485.97,562863,0
969,2946,1325.74,563222,0
970,2074,859.0,563345,0
970,1247,1665.63,563526,0
971,2333,639.54,563860,0
971,2742,818.85,563869,0
972,2510,1511.11,564039,0
972,902,1997.23,564246,0
973,2089,542.59,564487,0
973,669,413.92,564610,0
973,2151,3837.8,564664,0
973,1758,5113.6,564836,0
974,2493,767.87,565229,0
975,2352,174.41,565470,0
975,2531,1844.77,565550,0
976,2670,336.71,565761,0
976,569,2991.9,565812,0
977,2262,478.08,566157,0
978,183,1546.27,566423,0
978,2450,492.5,566770,0
979,615,408.34,567117,0
979,2443,1278.15,567288,0
979,734,2319.32,567338,0
979,1206,1256.67,567361,0
979,1718,190.35,567372,0
980,749,1624.28,567426,0
980,1609,232.39,567630,0
980,1715,880.69,567990,0
980,2996,1250.65,568313,0
981,2426,435.17,568499,0
981,1049,961.27,568647,0
981,654,1349.3,568670,0
981,670,2385.22,569008,0
981,1740,1186.55,569198,0
982,1953,23047.8,569570,0
983,2785,196.46,569877,0
983,805,163.15,569885,0
983,114,1289.06,570273,0
983,930,748.98,570608,0
984,1693,10982.27,570731,0
985,791,673.13,570920,0
985,1344,10397.42,571046,0
985,778,399.41,571310,0
985,1476,759.98,571650,0
985,1123,2440.77,571728,0
986,231,2171.01,571739,0
986,2296,4361.37,571938,0
986,656,1862.74,572259,0
987,1647,349.15,572304,0
988,2177,401.14,572453,0
988,2672,1235.99,572555,0
989,44,1332.75,572916,0
989,2045,1221.41,573242,0
989,1373,604.13,573286,0
990,2133,3041.4,573559,0
990,1803,2345.54,573726,0
990,2565,1359.53,573953,0
990,429,3084.64,574032,0
991,1262,977.88,574191,0
992,2818,192.22,574198,0
992,2781,418.67,574282,0
992,1733,684.38,574474,0
992,2412,1140.57,574581,0
993,489,506.14,574979,0
993,2044,133.7,575168,0
993,69,892.73,575305,0
993,389,1667.02,575595,0
994,562,1528.72,575781,0
994,1729,673.52,575826,0
994,1270,2659.92,576190,0
994,150,1013.69,576434,0
995,1876,146.07,576529,0
995,847,1858.91,576894,0
995,1483,2619.63,576916,0
995,2996,1038.26,577038,0
995,558,447.97,577159,0
996,2837,491.72,577193,0
996,1633,857.16,577406,0
996,107,951.71,577596,0
996,2082,931.38,577713,0
997,318,928.54,577862,0
998,1579,1737.44,577917,0
998,1225,7892.44,577924,0
998,1188,1104.87,578125,0
998,523,1042.4,578470,0
998,2741,790.13,578597,0
999,765,1426.4,578826,0
999,2376,4372.61,578936,0
999,2063,2473.27,579095,0
1000,1342,1333.16,579167,0
1000,1450,1862.9,579556,0
1000,1301,2317.5,579893,0
1001,783,104.88,579921,0
1001,2636,1130.64,580312,0
1001,1905,278.24,580414,0
1001,2431,2146.87,580677,0
1002,2700,1947.86,580815,0
1002,2434,1604.84,581055,0
1002,2344,8098.04,581363,0
1003,156,1037.05,581502,0
1003,2730,1683.43,581735,0
1003,2360,837.96,581949,0
1003,512,1705.72,582262,0
1004,660,711.32,582448,0
1004,488,3398.11,582517,0
1004,2346,828.34,582619,0
1005,1358,864.0,582919,0
1005,2855,3116.64,583043,0
1005,862,461.19,583401,0
1006,331,3958.41,583777,0
1006,2695,804.94,583804,0
1006,1956,742.22,583903,0
1006,2883,2490.97,583966,0
1007,2069,844.26,583995,0
1008,2869,489.67,584184,0
1008,1208,861.75,584455,0
1008,1563,3862.14,584553,0
1009,181,766.73,584772,0
1009,1760,646.7,584985,0
1010,643,267.2,585022,0
1011,481,570.18,585329,0
1012,1666,401.46,585387,0
1012,1181,3836.26,585724,0
1013,680,2518.85,586013,0
1013,576,3242.79,586345,0
1013,1553,335.13,586530,0
1013,2426,766.68,586758,0
1013,2146,515.41,586915,0
1014,2453,2534.28,587224,0
1014,1967,1261.25,587519,0
1014,1665,540.21,587554,0
1015,1526,5389.02,587606,0
1015,2309,915.34,587994,0
1015,1408,544.58,588237,0
1015,1219,673.99,588263,0
1015,1244,6441.83,588657,0
1016,1141,641.33,588748,0
1016,198,581.91,588849,0
1016,2405,113.05,589208,0
1017,2279,3064.78,589475,0
1017,2623,164.94,589523,0
1017,990,492.06,589836,0
1018,2301,5392.23,589893,0
1018,613,1079.18,589983,0
1018,1780,517.6,590104,0
1018,2446,278.52,590108,0
1018,2923,9769.06,590419,0
1019,1783,282.11,590696,0
1019,1320,627.1,590791,0
1019,1590,7742.59,591038,0
1019,2722,698.38,591281,0
1020,722,2726.32,591315,0
1020,1903,1912.23,591672,0
1020,2356,544.22,591960,0
1020,2967,660.35,592239,0
1020,892,1736.21,592474,0
1021,1908,258.98,592580,0
1021,1664,730.07,592712,0
1021,963,4063.03,592890,0
1021,2714,1264.63,593134,0
1021,566,1482.78,593268,0
1022,2276,211.13,593489,0
1022,1368,791.23,593885,0
1022,2161,105.86,594265,0
1022,405,1992.08,594514,0
1022,2090,580.76,594560,0
1023,1959,360.09,594601,0
